Ticket_ID,Ticket_Type,Category,Auto_Tags,Tag_Count
TKT-00502,Feature Request,Integration,"feature_request, integration",2
TKT-00503,Bug Report,Data Loss,"bug, data_issue",2
TKT-00504,Bug Report,UI/UX,bug,1
TKT-00505,Bug Report,Documentation,bug,1
TKT-00506,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00507,Technical Issue,UI/UX,bug,1
TKT-00508,Technical Issue,Performance,"bug, performance",2
TKT-00509,Technical Issue,Integration,"bug, integration",2
TKT-00510,Account Access,UI/UX,password_reset,1
TKT-00511,Bug Report,Authentication,"password_reset, bug",2
TKT-00512,Technical Issue,Documentation,bug,1
TKT-00513,Bug Report,Authentication,"password_reset, bug",2
TKT-00514,Bug Report,UI/UX,bug,1
TKT-00515,Account Access,UI/UX,password_reset,1
TKT-00516,Feature Request,Payment,"billing, feature_request",2
TKT-00517,Technical Issue,UI/UX,bug,1
TKT-00518,Account Access,Integration,"password_reset, integration",2
TKT-00519,Feature Request,Documentation,feature_request,1
TKT-00520,Feature Request,UI/UX,feature_request,1
TKT-00521,Technical Issue,Payment,"billing, bug",2
TKT-00522,General Inquiry,Authentication,password_reset,1
TKT-00523,Bug Report,Integration,"bug, integration",2
TKT-00524,Billing Question,Payment,billing,1
TKT-00525,Bug Report,UI/UX,bug,1
TKT-00526,Bug Report,Performance,"bug, performance",2
TKT-00527,Billing Question,Performance,"billing, performance",2
TKT-00528,General Inquiry,Data Loss,data_issue,1
TKT-00529,Feature Request,Authentication,"password_reset, feature_request",2
TKT-00530,Billing Question,Authentication,"password_reset, billing",2
TKT-00531,Billing Question,Payment,billing,1
TKT-00532,Account Access,Payment,"password_reset, billing",2
TKT-00533,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00534,Account Access,UI/UX,password_reset,1
TKT-00535,Feature Request,Documentation,feature_request,1
TKT-00536,Billing Question,Documentation,billing,1
TKT-00537,Technical Issue,UI/UX,bug,1
TKT-00538,Billing Question,Documentation,billing,1
TKT-00539,Feature Request,Payment,"billing, feature_request",2
TKT-00540,Account Access,Documentation,password_reset,1
TKT-00541,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00542,Account Access,UI/UX,password_reset,1
TKT-00543,Feature Request,Integration,"feature_request, integration",2
TKT-00544,Technical Issue,Documentation,bug,1
TKT-00545,Account Access,Performance,"password_reset, performance",2
TKT-00546,Account Access,Integration,"password_reset, integration",2
TKT-00547,Billing Question,Integration,"billing, integration",2
TKT-00548,General Inquiry,Documentation,general,0
TKT-00549,General Inquiry,UI/UX,general,0
TKT-00550,Feature Request,Payment,"billing, feature_request",2
TKT-00551,Bug Report,Performance,"bug, performance",2
TKT-00552,Bug Report,Payment,"billing, bug",2
TKT-00553,Billing Question,UI/UX,billing,1
TKT-00554,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00555,Technical Issue,Documentation,bug,1
TKT-00556,Billing Question,Performance,"billing, performance",2
TKT-00557,Account Access,Documentation,password_reset,1
TKT-00558,Technical Issue,Performance,"bug, performance",2
TKT-00559,Feature Request,Payment,"billing, feature_request",2
TKT-00560,Account Access,Authentication,password_reset,1
TKT-00561,Bug Report,Integration,"bug, integration",2
TKT-00562,Feature Request,Performance,"feature_request, performance",2
TKT-00563,Account Access,Payment,"password_reset, billing",2
TKT-00564,Feature Request,Integration,"feature_request, integration",2
TKT-00565,Account Access,Integration,"password_reset, integration",2
TKT-00566,Feature Request,Documentation,feature_request,1
TKT-00567,General Inquiry,Data Loss,data_issue,1
TKT-00568,Bug Report,Payment,"billing, bug",2
TKT-00569,Billing Question,Authentication,"password_reset, billing",2
TKT-00570,Account Access,Authentication,password_reset,1
TKT-00571,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00572,Bug Report,UI/UX,bug,1
TKT-00573,General Inquiry,Data Loss,data_issue,1
TKT-00574,Billing Question,UI/UX,billing,1
TKT-00575,Feature Request,Payment,"billing, feature_request",2
TKT-00576,Account Access,Authentication,password_reset,1
TKT-00577,Billing Question,Integration,"billing, integration",2
TKT-00578,Feature Request,Payment,"billing, feature_request",2
TKT-00579,Account Access,Performance,"password_reset, performance",2
TKT-00580,Account Access,UI/UX,password_reset,1
TKT-00581,General Inquiry,Documentation,general,0
TKT-00582,General Inquiry,Payment,billing,1
TKT-00583,General Inquiry,Authentication,password_reset,1
TKT-00584,Feature Request,Integration,"feature_request, integration",2
TKT-00585,Bug Report,Data Loss,"bug, data_issue",2
TKT-00586,Billing Question,Integration,"billing, integration",2
TKT-00587,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00588,Feature Request,Performance,"feature_request, performance",2
TKT-00589,Account Access,Payment,"password_reset, billing",2
TKT-00590,Feature Request,Authentication,"password_reset, feature_request",2
TKT-00591,Account Access,Performance,"password_reset, performance",2
TKT-00592,Technical Issue,Payment,"billing, bug",2
TKT-00593,Bug Report,Data Loss,"bug, data_issue",2
TKT-00594,Billing Question,Authentication,"password_reset, billing",2
TKT-00595,Bug Report,Authentication,"password_reset, bug",2
TKT-00596,Bug Report,UI/UX,bug,1
TKT-00597,Billing Question,Data Loss,"billing, data_issue",2
TKT-00598,General Inquiry,Integration,integration,1
TKT-00599,Bug Report,Documentation,bug,1
TKT-00600,Technical Issue,Integration,"bug, integration",2
TKT-00601,General Inquiry,Documentation,general,0
TKT-00602,Feature Request,UI/UX,feature_request,1
TKT-00603,General Inquiry,Integration,integration,1
TKT-00604,Billing Question,Authentication,"password_reset, billing",2
TKT-00605,Feature Request,Payment,"billing, feature_request",2
TKT-00606,Account Access,UI/UX,password_reset,1
TKT-00607,General Inquiry,Payment,billing,1
TKT-00608,Technical Issue,Payment,"billing, bug",2
TKT-00609,Feature Request,Documentation,feature_request,1
TKT-00610,General Inquiry,Documentation,general,0
TKT-00611,Feature Request,Documentation,feature_request,1
TKT-00612,Billing Question,Performance,"billing, performance",2
TKT-00613,General Inquiry,Performance,performance,1
TKT-00614,Account Access,UI/UX,password_reset,1
TKT-00615,Billing Question,Integration,"billing, integration",2
TKT-00616,Account Access,Integration,"password_reset, integration",2
TKT-00617,General Inquiry,Payment,billing,1
TKT-00618,Billing Question,Integration,"billing, integration",2
TKT-00619,General Inquiry,Documentation,general,0
TKT-00620,Feature Request,Payment,"billing, feature_request",2
TKT-00621,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00622,Technical Issue,Payment,"billing, bug",2
TKT-00623,Feature Request,Documentation,feature_request,1
TKT-00624,Bug Report,Performance,"bug, performance",2
TKT-00625,Feature Request,UI/UX,feature_request,1
TKT-00626,Bug Report,UI/UX,bug,1
TKT-00627,Feature Request,Payment,"billing, feature_request",2
TKT-00628,Bug Report,Integration,"bug, integration",2
TKT-00629,Bug Report,Payment,"billing, bug",2
TKT-00630,General Inquiry,Integration,integration,1
TKT-00631,Feature Request,Documentation,feature_request,1
TKT-00632,Bug Report,Payment,"billing, bug",2
TKT-00633,Technical Issue,Authentication,"password_reset, bug",2
TKT-00634,Account Access,Performance,"password_reset, performance",2
TKT-00635,General Inquiry,Performance,performance,1
TKT-00636,Bug Report,Payment,"billing, bug",2
TKT-00637,Bug Report,Data Loss,"bug, data_issue",2
TKT-00638,General Inquiry,Integration,integration,1
TKT-00639,Technical Issue,Payment,"billing, bug",2
TKT-00640,Technical Issue,Performance,"bug, performance",2
TKT-00641,Billing Question,Data Loss,"billing, data_issue",2
TKT-00642,General Inquiry,UI/UX,general,0
TKT-00643,General Inquiry,UI/UX,general,0
TKT-00644,Account Access,Integration,"password_reset, integration",2
TKT-00645,Billing Question,Authentication,"password_reset, billing",2
TKT-00646,General Inquiry,Authentication,password_reset,1
TKT-00647,Bug Report,Integration,"bug, integration",2
TKT-00648,Technical Issue,Payment,"billing, bug",2
TKT-00649,Bug Report,Documentation,bug,1
TKT-00650,General Inquiry,Performance,performance,1
TKT-00651,General Inquiry,UI/UX,general,0
TKT-00652,General Inquiry,Integration,integration,1
TKT-00653,Feature Request,UI/UX,feature_request,1
TKT-00654,Account Access,Payment,"password_reset, billing",2
TKT-00655,Feature Request,UI/UX,feature_request,1
TKT-00656,Technical Issue,Integration,"bug, integration",2
TKT-00657,Technical Issue,UI/UX,bug,1
TKT-00658,Technical Issue,Integration,"bug, integration",2
TKT-00659,Account Access,UI/UX,password_reset,1
TKT-00660,Billing Question,Data Loss,"billing, data_issue",2
TKT-00661,Bug Report,Performance,"bug, performance",2
TKT-00662,General Inquiry,Authentication,password_reset,1
TKT-00663,Bug Report,Authentication,"password_reset, bug",2
TKT-00664,Bug Report,Data Loss,"bug, data_issue",2
TKT-00665,Bug Report,Authentication,"password_reset, bug",2
TKT-00666,General Inquiry,Authentication,password_reset,1
TKT-00667,Bug Report,Performance,"bug, performance",2
TKT-00668,Billing Question,Payment,billing,1
TKT-00669,Feature Request,Integration,"feature_request, integration",2
TKT-00670,Account Access,Performance,"password_reset, performance",2
TKT-00671,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00672,Feature Request,UI/UX,feature_request,1
TKT-00673,General Inquiry,Documentation,general,0
TKT-00674,Bug Report,Data Loss,"bug, data_issue",2
TKT-00675,General Inquiry,UI/UX,general,0
TKT-00676,Bug Report,UI/UX,bug,1
TKT-00677,Billing Question,Documentation,billing,1
TKT-00678,Account Access,Authentication,password_reset,1
TKT-00679,Technical Issue,Authentication,"password_reset, bug",2
TKT-00680,Feature Request,Performance,"feature_request, performance",2
TKT-00681,Technical Issue,Data Loss,"bug, data_issue",2
TKT-00682,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00683,Feature Request,Integration,"feature_request, integration",2
TKT-00684,Technical Issue,Performance,"bug, performance",2
TKT-00685,Technical Issue,Integration,"bug, integration",2
TKT-00686,General Inquiry,UI/UX,general,0
TKT-00687,Billing Question,Performance,"billing, performance",2
TKT-00688,Account Access,Payment,"password_reset, billing",2
TKT-00689,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00690,Account Access,Authentication,password_reset,1
TKT-00691,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00692,Billing Question,Payment,billing,1
TKT-00693,Bug Report,Performance,"bug, performance",2
TKT-00694,Feature Request,Payment,"billing, feature_request",2
TKT-00695,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00696,Feature Request,Integration,"feature_request, integration",2
TKT-00697,Technical Issue,Performance,"bug, performance",2
TKT-00698,Feature Request,Integration,"feature_request, integration",2
TKT-00699,General Inquiry,Payment,billing,1
TKT-00700,General Inquiry,Authentication,password_reset,1
TKT-00701,Feature Request,Performance,"feature_request, performance",2
TKT-00702,Account Access,UI/UX,password_reset,1
TKT-00703,Technical Issue,Data Loss,"bug, data_issue",2
TKT-00704,Account Access,Integration,"password_reset, integration",2
TKT-00705,Technical Issue,Payment,"billing, bug",2
TKT-00706,General Inquiry,Performance,performance,1
TKT-00707,Technical Issue,Authentication,"password_reset, bug",2
TKT-00708,Technical Issue,Performance,"bug, performance",2
TKT-00709,Account Access,Authentication,password_reset,1
TKT-00710,General Inquiry,Payment,billing,1
TKT-00711,Technical Issue,Integration,"bug, integration",2
TKT-00712,General Inquiry,Documentation,general,0
TKT-00713,Billing Question,Documentation,billing,1
TKT-00714,General Inquiry,Performance,performance,1
TKT-00715,Billing Question,UI/UX,billing,1
TKT-00716,Bug Report,Performance,"bug, performance",2
TKT-00717,Billing Question,Integration,"billing, integration",2
TKT-00718,Bug Report,Performance,"bug, performance",2
TKT-00719,Billing Question,Performance,"billing, performance",2
TKT-00720,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00721,Bug Report,Documentation,bug,1
TKT-00722,Feature Request,Documentation,feature_request,1
TKT-00723,Feature Request,Performance,"feature_request, performance",2
TKT-00724,Billing Question,Data Loss,"billing, data_issue",2
TKT-00725,Feature Request,Performance,"feature_request, performance",2
TKT-00726,General Inquiry,Integration,integration,1
TKT-00727,Billing Question,Payment,billing,1
TKT-00728,Billing Question,Performance,"billing, performance",2
TKT-00729,General Inquiry,UI/UX,general,0
TKT-00730,General Inquiry,Integration,integration,1
TKT-00731,Feature Request,Documentation,feature_request,1
TKT-00732,Feature Request,Payment,"billing, feature_request",2
TKT-00733,Technical Issue,Data Loss,"bug, data_issue",2
TKT-00734,General Inquiry,Documentation,general,0
TKT-00735,Bug Report,UI/UX,bug,1
TKT-00736,Billing Question,UI/UX,billing,1
TKT-00737,Feature Request,Documentation,feature_request,1
TKT-00738,Bug Report,Integration,"bug, integration",2
TKT-00739,Feature Request,Authentication,"password_reset, feature_request",2
TKT-00740,Feature Request,Payment,"billing, feature_request",2
TKT-00741,Technical Issue,Payment,"billing, bug",2
TKT-00742,General Inquiry,Authentication,password_reset,1
TKT-00743,Billing Question,Payment,billing,1
TKT-00744,Billing Question,Payment,billing,1
TKT-00745,Account Access,Authentication,password_reset,1
TKT-00746,General Inquiry,Integration,integration,1
TKT-00747,Technical Issue,Performance,"bug, performance",2
TKT-00748,Bug Report,Payment,"billing, bug",2
TKT-00749,Technical Issue,UI/UX,bug,1
TKT-00750,Bug Report,Integration,"bug, integration",2
TKT-00751,Billing Question,Integration,"billing, integration",2
TKT-00752,Account Access,Authentication,password_reset,1
TKT-00753,Account Access,Integration,"password_reset, integration",2
TKT-00754,Billing Question,Authentication,"password_reset, billing",2
TKT-00755,Feature Request,Integration,"feature_request, integration",2
TKT-00756,Technical Issue,Performance,"bug, performance",2
TKT-00757,Account Access,UI/UX,password_reset,1
TKT-00758,General Inquiry,Data Loss,data_issue,1
TKT-00759,Feature Request,Integration,"feature_request, integration",2
TKT-00760,Bug Report,Integration,"bug, integration",2
TKT-00761,General Inquiry,Integration,integration,1
TKT-00762,Account Access,Authentication,password_reset,1
TKT-00763,Bug Report,Documentation,bug,1
TKT-00764,Feature Request,UI/UX,feature_request,1
TKT-00765,Bug Report,Documentation,bug,1
TKT-00766,Feature Request,Payment,"billing, feature_request",2
TKT-00767,Bug Report,Authentication,"password_reset, bug",2
TKT-00768,Technical Issue,Performance,"bug, performance",2
TKT-00769,Account Access,Authentication,password_reset,1
TKT-00770,Account Access,Payment,"password_reset, billing",2
TKT-00771,Feature Request,Documentation,feature_request,1
TKT-00772,Bug Report,Performance,"bug, performance",2
TKT-00773,Billing Question,Payment,billing,1
TKT-00774,General Inquiry,Documentation,general,0
TKT-00775,General Inquiry,Payment,billing,1
TKT-00776,Account Access,UI/UX,password_reset,1
TKT-00777,Bug Report,Data Loss,"bug, data_issue",2
TKT-00778,Bug Report,Documentation,bug,1
TKT-00779,Technical Issue,Performance,"bug, performance",2
TKT-00780,General Inquiry,Data Loss,data_issue,1
TKT-00781,Billing Question,UI/UX,billing,1
TKT-00782,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00783,Technical Issue,Payment,"billing, bug",2
TKT-00784,Billing Question,Data Loss,"billing, data_issue",2
TKT-00785,Account Access,Authentication,password_reset,1
TKT-00786,Technical Issue,Data Loss,"bug, data_issue",2
TKT-00787,Billing Question,Documentation,billing,1
TKT-00788,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00789,General Inquiry,Payment,billing,1
TKT-00790,Billing Question,Integration,"billing, integration",2
TKT-00791,Bug Report,Authentication,"password_reset, bug",2
TKT-00792,Feature Request,Payment,"billing, feature_request",2
TKT-00793,Feature Request,Documentation,feature_request,1
TKT-00794,Bug Report,Integration,"bug, integration",2
TKT-00795,Billing Question,UI/UX,billing,1
TKT-00796,Bug Report,Authentication,"password_reset, bug",2
TKT-00797,Feature Request,Performance,"feature_request, performance",2
TKT-00798,Feature Request,Authentication,"password_reset, feature_request",2
TKT-00799,Billing Question,Performance,"billing, performance",2
TKT-00800,Feature Request,UI/UX,feature_request,1
TKT-00801,General Inquiry,UI/UX,general,0
TKT-00802,Bug Report,Authentication,"password_reset, bug",2
TKT-00803,General Inquiry,Integration,integration,1
TKT-00804,General Inquiry,Performance,performance,1
TKT-00805,Billing Question,Data Loss,"billing, data_issue",2
TKT-00806,Bug Report,Authentication,"password_reset, bug",2
TKT-00807,Billing Question,Documentation,billing,1
TKT-00808,Feature Request,Performance,"feature_request, performance",2
TKT-00809,Account Access,Payment,"password_reset, billing",2
TKT-00810,Billing Question,Authentication,"password_reset, billing",2
TKT-00811,Billing Question,Authentication,"password_reset, billing",2
TKT-00812,Account Access,Integration,"password_reset, integration",2
TKT-00813,Feature Request,Documentation,feature_request,1
TKT-00814,Bug Report,UI/UX,bug,1
TKT-00815,Technical Issue,UI/UX,bug,1
TKT-00816,Account Access,Integration,"password_reset, integration",2
TKT-00817,Technical Issue,Integration,"bug, integration",2
TKT-00818,Feature Request,UI/UX,feature_request,1
TKT-00819,Billing Question,Performance,"billing, performance",2
TKT-00820,Billing Question,Data Loss,"billing, data_issue",2
TKT-00821,Feature Request,UI/UX,feature_request,1
TKT-00822,Bug Report,Authentication,"password_reset, bug",2
TKT-00823,Bug Report,Performance,"bug, performance",2
TKT-00824,General Inquiry,Authentication,password_reset,1
TKT-00825,Feature Request,UI/UX,feature_request,1
TKT-00826,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00827,General Inquiry,Integration,integration,1
TKT-00828,Feature Request,Performance,"feature_request, performance",2
TKT-00829,Feature Request,UI/UX,feature_request,1
TKT-00830,General Inquiry,UI/UX,general,0
TKT-00831,Feature Request,Documentation,feature_request,1
TKT-00832,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00833,Billing Question,Payment,billing,1
TKT-00834,Technical Issue,Payment,"billing, bug",2
TKT-00835,Bug Report,Documentation,bug,1
TKT-00836,Technical Issue,Authentication,"password_reset, bug",2
TKT-00837,Billing Question,Documentation,billing,1
TKT-00838,Account Access,UI/UX,password_reset,1
TKT-00839,Technical Issue,Performance,"bug, performance",2
TKT-00840,Account Access,Performance,"password_reset, performance",2
TKT-00841,Billing Question,Documentation,billing,1
TKT-00842,Bug Report,Authentication,"password_reset, bug",2
TKT-00843,Account Access,UI/UX,password_reset,1
TKT-00844,Billing Question,Authentication,"password_reset, billing",2
TKT-00845,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00846,Bug Report,Data Loss,"bug, data_issue",2
TKT-00847,General Inquiry,Integration,integration,1
TKT-00848,Feature Request,Authentication,"password_reset, feature_request",2
TKT-00849,Bug Report,Integration,"bug, integration",2
TKT-00850,Bug Report,Performance,"bug, performance",2
TKT-00851,Technical Issue,Payment,"billing, bug",2
TKT-00852,Bug Report,Payment,"billing, bug",2
TKT-00853,Technical Issue,Documentation,bug,1
TKT-00854,Account Access,Documentation,password_reset,1
TKT-00855,Bug Report,Integration,"bug, integration",2
TKT-00856,Account Access,Authentication,password_reset,1
TKT-00857,Bug Report,Authentication,"password_reset, bug",2
TKT-00858,Technical Issue,Documentation,bug,1
TKT-00859,General Inquiry,Payment,billing,1
TKT-00860,Feature Request,Payment,"billing, feature_request",2
TKT-00861,Bug Report,Integration,"bug, integration",2
TKT-00862,Billing Question,Documentation,billing,1
TKT-00863,Feature Request,Integration,"feature_request, integration",2
TKT-00864,Technical Issue,Performance,"bug, performance",2
TKT-00865,General Inquiry,UI/UX,general,0
TKT-00866,General Inquiry,Documentation,general,0
TKT-00867,Billing Question,UI/UX,billing,1
TKT-00868,Account Access,Payment,"password_reset, billing",2
TKT-00869,Technical Issue,Authentication,"password_reset, bug",2
TKT-00870,Feature Request,Performance,"feature_request, performance",2
TKT-00871,Account Access,Integration,"password_reset, integration",2
TKT-00872,Account Access,Documentation,password_reset,1
TKT-00873,Technical Issue,Integration,"bug, integration",2
TKT-00874,Feature Request,UI/UX,feature_request,1
TKT-00875,Technical Issue,Documentation,bug,1
TKT-00876,Billing Question,Performance,"billing, performance",2
TKT-00877,Billing Question,UI/UX,billing,1
TKT-00878,General Inquiry,Data Loss,data_issue,1
TKT-00879,Bug Report,Payment,"billing, bug",2
TKT-00880,General Inquiry,Performance,performance,1
TKT-00881,Account Access,UI/UX,password_reset,1
TKT-00882,General Inquiry,Authentication,password_reset,1
TKT-00883,Bug Report,Documentation,bug,1
TKT-00884,General Inquiry,Performance,performance,1
TKT-00885,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00886,Billing Question,Payment,billing,1
TKT-00887,Bug Report,Integration,"bug, integration",2
TKT-00888,Billing Question,Integration,"billing, integration",2
TKT-00889,Billing Question,Integration,"billing, integration",2
TKT-00890,Billing Question,Integration,"billing, integration",2
TKT-00891,Technical Issue,Performance,"bug, performance",2
TKT-00892,Bug Report,Data Loss,"bug, data_issue",2
TKT-00893,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00894,Bug Report,Integration,"bug, integration",2
TKT-00895,Account Access,Authentication,password_reset,1
TKT-00896,Bug Report,Documentation,bug,1
TKT-00897,Bug Report,Integration,"bug, integration",2
TKT-00898,Billing Question,Documentation,billing,1
TKT-00899,Account Access,Performance,"password_reset, performance",2
TKT-00900,General Inquiry,Data Loss,data_issue,1
TKT-00901,Account Access,Payment,"password_reset, billing",2
TKT-00902,Account Access,Integration,"password_reset, integration",2
TKT-00903,Bug Report,UI/UX,bug,1
TKT-00904,Account Access,Integration,"password_reset, integration",2
TKT-00905,Bug Report,Authentication,"password_reset, bug",2
TKT-00906,General Inquiry,Authentication,password_reset,1
TKT-00907,Technical Issue,Data Loss,"bug, data_issue",2
TKT-00908,Billing Question,Performance,"billing, performance",2
TKT-00909,Feature Request,Integration,"feature_request, integration",2
TKT-00910,Technical Issue,UI/UX,bug,1
TKT-00911,Account Access,Payment,"password_reset, billing",2
TKT-00912,General Inquiry,UI/UX,general,0
TKT-00913,Billing Question,UI/UX,billing,1
TKT-00914,General Inquiry,UI/UX,general,0
TKT-00915,Billing Question,Payment,billing,1
TKT-00916,Billing Question,Integration,"billing, integration",2
TKT-00917,Billing Question,Data Loss,"billing, data_issue",2
TKT-00918,General Inquiry,UI/UX,general,0
TKT-00919,Account Access,UI/UX,password_reset,1
TKT-00920,Billing Question,Data Loss,"billing, data_issue",2
TKT-00921,General Inquiry,Authentication,password_reset,1
TKT-00922,Feature Request,Performance,"feature_request, performance",2
TKT-00923,Feature Request,Integration,"feature_request, integration",2
TKT-00924,Billing Question,Integration,"billing, integration",2
TKT-00925,Bug Report,Authentication,"password_reset, bug",2
TKT-00926,General Inquiry,Documentation,general,0
TKT-00927,Account Access,Integration,"password_reset, integration",2
TKT-00928,General Inquiry,Performance,performance,1
TKT-00929,Feature Request,Payment,"billing, feature_request",2
TKT-00930,Feature Request,Payment,"billing, feature_request",2
TKT-00931,Feature Request,UI/UX,feature_request,1
TKT-00932,Technical Issue,Performance,"bug, performance",2
TKT-00933,General Inquiry,Documentation,general,0
TKT-00934,Technical Issue,Payment,"billing, bug",2
TKT-00935,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00936,Bug Report,Integration,"bug, integration",2
TKT-00937,General Inquiry,Performance,performance,1
TKT-00938,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00939,General Inquiry,Authentication,password_reset,1
TKT-00940,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00941,Feature Request,Authentication,"password_reset, feature_request",2
TKT-00942,Feature Request,Authentication,"password_reset, feature_request",2
TKT-00943,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00944,Bug Report,Authentication,"password_reset, bug",2
TKT-00945,Technical Issue,Data Loss,"bug, data_issue",2
TKT-00946,General Inquiry,Integration,integration,1
TKT-00947,Technical Issue,Integration,"bug, integration",2
TKT-00948,General Inquiry,Authentication,password_reset,1
TKT-00949,Feature Request,Integration,"feature_request, integration",2
TKT-00950,General Inquiry,UI/UX,general,0
TKT-00951,General Inquiry,UI/UX,general,0
TKT-00952,General Inquiry,Data Loss,data_issue,1
TKT-00953,Account Access,Documentation,password_reset,1
TKT-00954,Technical Issue,Performance,"bug, performance",2
TKT-00955,Bug Report,Performance,"bug, performance",2
TKT-00956,Feature Request,Performance,"feature_request, performance",2
TKT-00957,Billing Question,Data Loss,"billing, data_issue",2
TKT-00958,Feature Request,Authentication,"password_reset, feature_request",2
TKT-00959,Billing Question,Documentation,billing,1
TKT-00960,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00961,Account Access,Authentication,password_reset,1
TKT-00962,Account Access,Authentication,password_reset,1
TKT-00963,Account Access,UI/UX,password_reset,1
TKT-00964,Account Access,UI/UX,password_reset,1
TKT-00965,Bug Report,Integration,"bug, integration",2
TKT-00966,Bug Report,Payment,"billing, bug",2
TKT-00967,Billing Question,Documentation,billing,1
TKT-00968,Bug Report,Payment,"billing, bug",2
TKT-00969,Feature Request,Documentation,feature_request,1
TKT-00970,Account Access,Integration,"password_reset, integration",2
TKT-00971,General Inquiry,Authentication,password_reset,1
TKT-00972,Technical Issue,Authentication,"password_reset, bug",2
TKT-00973,Technical Issue,Integration,"bug, integration",2
TKT-00974,Technical Issue,UI/UX,bug,1
TKT-00975,General Inquiry,Performance,performance,1
TKT-00976,Feature Request,Performance,"feature_request, performance",2
TKT-00977,Technical Issue,Data Loss,"bug, data_issue",2
TKT-00978,Technical Issue,UI/UX,bug,1
TKT-00979,Billing Question,Integration,"billing, integration",2
TKT-00980,Feature Request,Documentation,feature_request,1
TKT-00981,Feature Request,UI/UX,feature_request,1
TKT-00982,Technical Issue,Integration,"bug, integration",2
TKT-00983,Feature Request,Data Loss,"feature_request, data_issue",2
TKT-00984,Billing Question,Documentation,billing,1
TKT-00985,General Inquiry,Performance,performance,1
TKT-00986,Billing Question,Performance,"billing, performance",2
TKT-00987,General Inquiry,Documentation,general,0
TKT-00988,Account Access,Documentation,password_reset,1
TKT-00989,Billing Question,Payment,billing,1
TKT-00990,Account Access,Payment,"password_reset, billing",2
TKT-00991,Technical Issue,Payment,"billing, bug",2
TKT-00992,General Inquiry,Authentication,password_reset,1
TKT-00993,Account Access,UI/UX,password_reset,1
TKT-00994,Account Access,Data Loss,"password_reset, data_issue",2
TKT-00995,Technical Issue,Performance,"bug, performance",2
TKT-00996,Account Access,Documentation,password_reset,1
TKT-00997,General Inquiry,UI/UX,general,0
TKT-00998,General Inquiry,Authentication,password_reset,1
TKT-00999,Billing Question,Integration,"billing, integration",2
TKT-01000,Technical Issue,Data Loss,"bug, data_issue",2
